hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published,nasa_pl_name,pl_name,default_flag,hostname,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_letter,pl_orbper_y,pl_orbsmax_y,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandur_y,rowupdate,st_rad_y,st_teff_y,sy_dist_y,sy_jmag,sy_kmag_y
LTT 1445 A,b,Transit,GO,2512,1,14,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45141.03,45141.06,6.3,Batalha,0,03 01 50.9947 -16 35 40.18,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,X,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
LTT 1445 A,b,Eclipse,GO,2708,1,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45143.68,45143.89,5.45,Berta-Thompson,12,03 01 50.9800 -16 35 40.32,6.496,6.87,3340,0.256,0.276,4.967,5.3587657,0.038,89.4,0.008,0.121,15.3,6.75,433.6,0.2,1.4,44.25,0.05,X,-0.34,,,LTT 1445 A b,LTT 1445 A b,1,LTT 1445 A,2.32,0.25,-0.25,4.36,0.74,-0.74,555,b,5.35876,0.022,1.18,0.06,-0.06,1.392,22/8/2023,0.265,3340,6.86929,7.294,6.496
TOI-178,d,Transit,GO,2319,1,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,7,45144.91,45145.21,8.42,Hooton,12,00 29 12.4828 -30 27 14.82,8.656,62.7,4213.5,0.65,0.656,4.503,6.5577756,0.059,88.58,0.009,0.228,5.15,1.21,676.3,0.1,2.2,167.33,0.3,X,-0.23,unsure,no,TOI-178 d,TOI-178 d,1,TOI-178,3.01,0.8,-1.03,0.976,0.3,-0.34,690,d,6.5577,0.0592,2.572,0.075,-0.078,2.346,12/3/2021,0.651,4316,62.699,9.372,8.656
LHS 3844,b,Eclipse,GO,1846,1,2,Failed,LRS,X,SLITLESSPRISM,FASTR1,30,45156.26,45156.31,4.08,Kreidberg,12,22 41 59.0890 -69 10 19.59,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,X,-999,,,LHS 3844 b,LHS 3844 b,1,LHS 3844,,,,,,,805,b,0.46292913,0.00622,1.303,0.022,-0.022,0.5212,22/1/2019,0.189,3036,14.8846,10.046,9.145001
HD 15337,c,Transit,GO,2512,1,19,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,45165.43,45165.73,7.8,Batalha,0,02 27 28.2923 -27 38 10.02,7.044,44.82,5131,0.851,0.848,4.428,17.179473,0.125,88.41,0.026,0.219,15.06,3.68,644.2,0.1,2.2,65.71,0.18,X,0.03,unsure,no,HD 15337 c,HD 15337 c,1,HD 15337,6.792,1.302,-1.143,2.303,0.505,-0.414,592.77,c,17.180546,0.1235,2.526,0.086,-0.075,2.1004813,12/2/2025,0.855,5131,44.8155,7.553,7.044
TOI-421,b,Transit,GO,1935,1,2,Executed,BOTS,G395M,SUB2048,NRSRAPID,4,45179.42,45179.63,5.53,Kempton,12,05 27 24.8259 -14 16 37.05,8.071,74.8,5325,0.842,0.866,4.48,5.197576,0.056,85.68,0.022,0.236,11.15,2.53,1012.5,0,1.1,89.72,1.42,X,-0.03,clear,yes,TOI-421 b,TOI-421 b,1,TOI-421,6.7,0.6,-0.6,2.040038,0.275681,-0.275681,922,b,5.197576,0.0554,2.64,0.08,-0.08,1.09,7/8/2024,0.866,5291,74.7969,8.547,8.071
GJ 3090,b,Transit,GO,4098,2,14,Executed,BOTS,G395H,SUB2048,NRSRAPID,4,45192.01,45192.22,5.22,Benneke,0,01 21 45.2173 -46 42 53.04,7.294,22.48,3629.5,0.519,0.518,4.745,2.8531035,0.032,87.14,0.011,0.185,8.69,2.51,708,0.1,1.2,252.99,1.03,X,-0.06,,,GJ 3090 b,GJ 3090 b,1,GJ 3090,3.34,0.72,-0.72,1.89,0.52,-0.45,693,b,2.8531054,0.03165,2.13,0.11,-0.11,1.281,28/11/2023,0.516,3556,22.4751,8.168,7.294
WASP-63,b,Transit,GO,2113,1,5,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45197.75,45198.26,13.8,Espinoza,12,06 17 20.7248 -38 19 24.19,9.393,290.68,5560,1.28,1.86,4.01,4.378082,0.056,87.8,0.37,1.382,5.49,0.21,1548.1,0.6,5.4,175.92,25.2,X,0.08,,,WASP-63 b,WASP-63 b,1,WASP-63,117.5971,28.6047,-28.6047,0.179,0.14,-0.07,1469.91,b,4.37808,0.05417,15.80469,1.56926,-1.56926,5.3900978,25/4/2018,1.86,5550,290.684,9.818,9.393
LHS 3844,b,Eclipse,GO,1846,1,102,Executed,LRS,X,SLITLESSPRISM,FASTR1,30,45199.34,45199.5,4.08,Kreidberg,12,22 41 59.0890 -69 10 19.59,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,X,-999,,,LHS 3844 b,LHS 3844 b,1,LHS 3844,,,,,,,805,b,0.46292913,0.00622,1.303,0.022,-0.022,0.5212,22/1/2019,0.189,3036,14.8846,10.046,9.145001
L 231-32,d,Transit,GO,4098,2,17,Executed,BOTS,G395H,SUB2048,NRSRAPID,11,45203.11,45203.38,7.22,Benneke,0,04 33 39.8638 -51 57 26.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,,L 231-32 d,,,,,,,,,,,,,,,,,,,,,,,
WASP-80,b,Transit,GTO,1185,1,103,Executed,GTS,GRISMR+F444W,SUBGRISM256,BRIGHT2,12,45205.37,45205.68,7.95,Greene,12,20 12 40.0319 -02 08 39.97,8.351,49.79,4145,0.57,0.571,4.668,3.0678527,0.034,89.02,0.55,0.969,16.6,0.92,814.3,2.9,2.1,367.92,25.26,X,-0.14,,,WASP-80 b,WASP-80 b,1,WASP-80,170.99254,11.12405,-11.44188,0.717,0.039,-0.032,825,b,3.06785234,0.0344,11.197791,0.33627,-0.347479,2.131,16/4/2015,0.586,4143,49.7876,9.218,8.351
TOI-5205,b,Transit,GO,3171,2,16,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45209.19,45209.44,6.84,Kanodia,0,20 55 4.9164 +24 21 38.71,11.006,86.45,3346,0.392,0.397,4.835,1.6307046,0.02,88.21,1.08,1.011,29.97,1.59,720.7,6.8,1.3,114.6,12.19,X,0,,,TOI-5205 b,TOI-5205 b,1,TOI-5205,343,18,-17,1.21,0.11,-0.11,737,b,1.630757,0.0199,11.6,0.3,-0.3,1.4,15/3/2023,0.394,3430,86.4493,11.926,11.006
TOI-5205,b,Transit,GO,3171,2,17,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45210.81,45211.07,6.84,Kanodia,0,20 55 4.9164 +24 21 38.71,11.006,86.45,3346,0.392,0.397,4.835,1.6307046,0.02,88.21,1.08,1.011,29.97,1.59,720.7,6.8,1.3,114.6,12.19,X,0,,,TOI-5205 b,TOI-5205 b,1,TOI-5205,343,18,-17,1.21,0.11,-0.11,737,b,1.630757,0.0199,11.6,0.3,-0.3,1.4,15/3/2023,0.394,3430,86.4493,11.926,11.006
TOI-5205,b,Transit,GO,3171,2,18,Executed,BOTS,PRISM,SUB512,NRSRAPID,4,45212.44,45212.71,6.84,Kanodia,0,20 55 4.9164 +24 21 38.71,11.006,86.45,3346,0.392,0.397,4.835,1.6307046,0.02,88.21,1.08,1.011,29.97,1.59,720.7,6.8,1.3,114.6,12.19,X,0,,,TOI-5205 b,TOI-5205 b,1,TOI-5205,343,18,-17,1.21,0.11,-0.11,737,b,1.630757,0.0199,11.6,0.3,-0.3,1.4,15/3/2023,0.394,3430,86.4493,11.926,11.006
WASP-80,b,Eclipse,GTO,1201,1,7,Executed,SOSS,X,SUBSTRIP256,NISRAPID,4,45225.31,45225.59,6.97,Lafreniere,12,20 12 40.0319 -02 08 39.97,8.351,49.79,4145,0.57,0.571,4.668,3.0678527,0.034,89.02,0.55,0.969,16.6,0.92,814.3,2.9,2.1,367.92,25.26,X,-0.14,,,WASP-80 b,WASP-80 b,1,WASP-80,170.99254,11.12405,-11.44188,0.717,0.039,-0.032,825,b,3.06785234,0.0344,11.197791,0.33627,-0.347479,2.131,16/4/2015,0.586,4143,49.7876,9.218,8.351
WASP-121,b,PhaseC,GTO,1201,1,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,6,45225.69,45227.28,43.85,Lafreniere,12,07 10 24.0555 -39 05 50.17,9.374,269.9,6459,1.353,1.458,4.242,1.274925,0.025,88.04,1.17,1.8,10.24,0.3,2357.9,1.7,2.9,307.36,165.69,X,0.13,,,WASP-121 b,WASP-121 b,1,WASP-121,367.7274669,22.24798849,-22.24798849,0.266,0.024,-0.022,2473,b,1.27492504,0.02596,19.64934317,0.40352331,-0.40352331,2.9053,1/8/2022,1.458,6459,269.898,9.625,9.374
TRAPPIST-1,e,Transit,GTO,1331,1,2,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45227.91,45228.11,5.65,Lewis,12,23 06 30.3652 -05 02 36.70,10.296,-1,2559,0.089,0.119,5.24,6.0995899,0.029,89.79,0.002,0.082,9.2,6.01,249.1,0.5,0.9,26.57,0,X,0.05,,,TRAPPIST-1 e,TRAPPIST-1 e,1,TRAPPIST-1,0.692,0.022,-0.022,4.901605,0.165408,-0.181949,249.7,e,6.101013,0.02925,0.92,0.013,-0.012,0.9293,14/11/2022,0.1192,2566,,11.354,10.296
TRAPPIST-1,c,Transit,GO,2420,1,3,Executed,BOTS,PRISM,SUB512S,NRSRAPID,6,45228.4,45228.65,6.27,Meech,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,,TRAPPIST-1 c,TRAPPIST-1 c,1,TRAPPIST-1,1.308,0.056,-0.056,5.463993,0.220545,-0.237085,339.7,c,2.421937,0.0158,1.097,0.014,-0.012,0.7005,14/11/2022,0.1192,2566,,11.354,10.296
WASP-52,b,Transit,GO,3969,2,3,Executed,BOTS,G395H,SUB2048,NRSRAPID,35,45229.91,45230.2,7.52,Espinoza,12,23 13 58.7501 +08 45 39.86,10.086,174.82,5000,0.87,0.79,4.503,1.7497812,0.027,85.35,0.46,1.27,8.08,0.34,1300.2,2.9,1.9,371.56,57.4,X,0.03,,,WASP-52 b,WASP-52 b,1,WASP-52,146.2,6.36,-6.36,0.29,0.03,-0.03,1315,b,1.7497798,0.0272,14.24,0.34,-0.34,1.8096,14/5/2014,0.79,5000,174.818,10.588,10.086
TRAPPIST-1,c,Transit,GO,2589,1,4,Executed,SOSS,X,SUBSTRIP256,NISRAPID,18,45230.85,45231.09,6.76,Lim,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,,TRAPPIST-1 c,TRAPPIST-1 c,1,TRAPPIST-1,1.308,0.056,-0.056,5.463993,0.220545,-0.237085,339.7,c,2.421937,0.0158,1.097,0.014,-0.012,0.7005,14/11/2022,0.1192,2566,,11.354,10.296
GJ 3470,b,Eclipse,GTO,1201,1,10,Executed,BOTS,G395H,SUB2048,NRSRAPID,10,45234.27,45234.52,6.45,Lafreniere,12,07 59 5.6405 +15 23 28.35,7.989,29.42,3600,0.524,0.5,4.738,3.3366496,0.036,88.88,0.044,0.37,9.05,1.31,651.3,0.6,1.9,353.73,1.9,X,0.2,,,GJ 3470 b,GJ 3470 b,1,GJ 3470,13.9,1.5,-1.5,0.8,0.13,-0.13,593.5,b,3.3366496,0.0355,4.57,0.18,-0.18,1.8580034,28/1/2019,0.547,3600,29.4214,8.794,7.989
TOI-421,b,Transit,GO,1935,1,1,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45236.56,45236.79,5.6,Kempton,12,05 27 24.8259 -14 16 37.05,8.071,74.8,5325,0.842,0.866,4.48,5.197576,0.056,85.68,0.022,0.236,11.15,2.53,1012.5,0,1.1,89.72,1.42,X,-0.03,,,TOI-421 b,TOI-421 b,1,TOI-421,6.7,0.6,-0.6,2.040038,0.275681,-0.275681,922,b,5.197576,0.0554,2.64,0.08,-0.08,1.09,7/8/2024,0.866,5291,74.7969,8.547,8.071
TRAPPIST-1,c,Transit,GO,2420,1,4,Executed,BOTS,PRISM,SUB512S,NRSRAPID,6,45238.09,45238.33,6.27,Meech,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,,TRAPPIST-1 c,TRAPPIST-1 c,1,TRAPPIST-1,1.308,0.056,-0.056,5.463993,0.220545,-0.237085,339.7,c,2.421937,0.0158,1.097,0.014,-0.012,0.7005,14/11/2022,0.1192,2566,,11.354,10.296
GJ 9827,d,Transit,GO,4098,2,7,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45240.32,45240.5,5.07,Benneke,0,23 27 5.2388 -01 17 7.13,7.193,29.66,4255,0.62,0.602,4.68,6.2014698,0.056,87.44,0.01,0.18,8.98,2.66,671.8,0.1,1.2,175.62,0.41,X,-0.29,clear,yes,GJ 9827 d,GJ 9827 d,1,GJ 9827,3.02,0.58,-0.57,2.51,0.57,-0.51,675,d,6.20183,0.053,1.98,0.11,-0.1,1.248,15/10/2024,0.58,4236,29.661,7.984,7.193
TOI-178,g,Transit,GO,2319,1,102,Executed,BOTS,G395M,SUB2048,NRSRAPID,7,45241.12,45241.43,8.21,Hooton,12,00 29 12.4828 -30 27 14.82,8.656,62.7,4213.5,0.65,0.676,4.503,20.709002,0.128,88.82,0.012,0.295,4.03,0.73,467.9,0.2,2.2,183.19,0.03,X,-0.23,unsure,no,TOI-178 g,TOI-178 g,1,TOI-178,3.94,1.31,-1.62,0.915,0.36,-0.37,470,g,20.7095,0.1275,2.87,0.14,-0.13,2.167,12/3/2021,0.651,4316,62.699,9.372,8.656
HATS-72,b,Transit,GO,2594,1,1,Executed,BOTS,G395M,SUB2048,NRSRAPID,18,45244.98,45245.3,8.37,Spake,12,22 36 6.2016 -17 00 1.10,9.764,127.59,4656.1,0.731,0.721,4.585,7.3279485,0.067,89.56,0.125,0.785,5.77,0.39,739.4,1.4,3,254.14,2.59,X,0.1,,,HATS-72 b,HATS-72 b,1,HATS-72,39.855882,1.239537,-1.239537,0.411,0.015,-0.01,739.3,b,7.3279474,0.066517,8.0973816,0.0358688,-0.0358688,3.08472,21/2/2020,0.7214,4656.1,127.589,10.424,9.764
GJ 9827,d,Transit,GO,4098,2,8,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45246.45,45246.66,5.07,Benneke,0,23 27 5.2388 -01 17 7.13,7.193,29.66,4255,0.62,0.602,4.68,6.2014698,0.056,87.44,0.01,0.18,8.98,2.66,671.8,0.1,1.2,175.62,0.41,X,-0.29,,,GJ 9827 d,GJ 9827 d,1,GJ 9827,3.02,0.58,-0.57,2.51,0.57,-0.51,675,d,6.20183,0.053,1.98,0.11,-0.1,1.248,15/10/2024,0.58,4236,29.661,7.984,7.193
TOI-260,b,Transit,GO,2512,1,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45246.76,45247.06,7.75,Batalha,0,00 19 5.5243 -09 57 58.14,6.549,20.19,4050,0.582,0.607,4.646,13.4758478,0.093,88.84,0.012,0.153,14.43,5.06,499.9,0.1,2.1,90.97,0.05,X,-0.34,unsure,no,TOI-260 b,TOI-260 b,1,TOI-260,4.23,1.6,-1.6,4.66,1.89,-1.89,493,b,13.475853,0.0943,1.71,0.08,-0.08,2.37,30/8/2024,0.607,4026,20.1852,7.376,6.549
TRAPPIST-1,c,Transit,GO,2420,1,2,Failed,BOTS,PRISM,SUB512S,NRSRAPID,6,45247.78,45247.8,6.27,Meech,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.24,2.421848,0.016,89.62,0.004,0.096,12.67,7.07,337.4,0.7,0.7,31.19,0,X,0.04,,,TRAPPIST-1 c,TRAPPIST-1 c,1,TRAPPIST-1,1.308,0.056,-0.056,5.463993,0.220545,-0.237085,339.7,c,2.421937,0.0158,1.097,0.014,-0.012,0.7005,14/11/2022,0.1192,2566,,11.354,10.296
LHS 1478,b,Eclipse,GO,3730,2,13,Executed,F1500W,X,SUB256,FASTR1,39,45248.79,45248.97,4.58,Diamond-Lowe,12,02 57 21.4288 +76 33 4.86,8.767,18.23,3397.5,0.236,0.253,4.921,1.9495391,0.018,87.45,0.007,0.118,15.04,6.85,606.3,0.2,0.8,25.46,0.35,X,-0.13,,,LHS 1478 b,LHS 1478 b,1,LHS 1478,2.33,0.2,-0.2,6.67,1.03,-0.89,595,b,1.9495378,0.01848,1.242,0.051,-0.049,0.705,23/4/2021,0.246,3381,18.2276,9.615,8.767
GJ 357,b,Transit,GTO,1201,1,201,Executed,SOSS,X,SUBSTRIP96,NISRAPID,2,45252.49,45252.72,5.78,Lafreniere,12,09 36 1.7915 -21 39 54.23,6.475,9.44,3505,0.342,0.337,4.94,3.9306128,0.036,89.12,0.006,0.109,13.92,6.86,520.7,0.1,1.3,35.38,0.14,X,-0.12,,,GJ 357 b,GJ 357 b,1,GJ 357,1.84,0.31,-0.31,5.6,1.7,-1.3,518,b,3.9306,0.036,1.2,0.06,-0.06,1.291,22/8/2023,0.337,3505,9.44181,7.337,6.475
TRAPPIST-1,b+c,PhaseC,GO,3077,2,1,Executed,F1500W,X,BRIGHTSKY,FASTR1,45,45252.77,45254.43,45.4,Gillon,0,23 06 29.3685 -05 02 29.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
TRAPPIST-1,b+c,PhaseC,GO,3077,2,2,Executed,F1500W,X,BRIGHTSKY,FASTR1,45,45254.43,45255.29,24.04,Gillon,0,23 06 29.3685 -05 02 29.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,,TRAPPIST-1 b,TRAPPIST-1 b,1,TRAPPIST-1,1.374,0.069,-0.069,5.441939,0.264654,-0.275681,802.86,b,1.510826,0.01154,1.116,0.014,-0.012,0.601,14/11/2022,0.1192,2566,,11.354,10.296
LHS 1140,c,Eclipse,GO,3730,2,10,Executed,F1500W,X,SUB256,FASTR1,36,45257.72,45257.94,5.36,Diamond-Lowe,12,00 44 59.6827 -15 16 27.09,8.821,14.99,3131,0.182,0.214,5.049,3.7779329,0.027,89.92,0.0176,0.1543,24.48,5.9,226,0.3,1.1,28.57,0.02,X,-0.24,,,LHS 1140 c,LHS 1140 c,1,LHS 1140,1.91,0.06,-0.06,5.1,0.4,-0.4,422,c,3.77794,0.027,1.272,0.026,-0.026,1.13,4/3/2024,0.2159,3096,14.9861,9.612001,8.821
WASP-166,b,Transit,GO,2062,1,2,Failed,BOTS,G395M,SUB2048,NRSRAPID,3,45258.45,45258.51,11.46,Mayo,12,09 39 30.0251 -20 58 56.71,8.032,114.17,6050,1.19,1.22,4.34,5.44354,0.064,88,0.101,0.641,6.97,0.58,1272.7,0.3,3.6,229.7,11,X,0.19,,,WASP-166 b,WASP-166 b,1,WASP-166,32.10083,1.58915,-1.58915,0.54,0.09,-0.09,1270,b,5.44354,0.0641,7.06167,0.33627,-0.33627,3.6,19/7/2019,1.22,6050,114.173,8.35,8.032
TOI-1468,b,Eclipse,GO,3730,2,16,Executed,F1500W,X,SUB256,FASTR1,31,45259.9,45260.11,5.33,Diamond-Lowe,12,01 06 36.9279 +19 13 29.60,8.497,24.74,3382,0.346,0.369,4.855,1.8805201,0.021,88.14,0.01,0.125,17.84,7.64,682.8,0.1,1.1,13.67,0.48,X,-0.02,,,TOI-1468 b,TOI-1468 b,1,TOI-1468,3.04,0.46,-0.46,6.1,1.3,-1.1,683.5,b,1.8805201,0.02107,1.401,0.059,-0.06,1.09,11/6/2025,0.3714,3376,24.7399,9.343,8.497
TOI-260,b,Transit,GO,2512,1,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45260.25,45260.53,7.75,Batalha,0,00 19 5.5243 -09 57 58.14,6.549,20.19,4050,0.582,0.607,4.646,13.4758478,0.093,88.84,0.012,0.153,14.43,5.06,499.9,0.1,2.1,90.97,0.05,X,-0.34,unsure,no,TOI-260 b,TOI-260 b,1,TOI-260,4.23,1.6,-1.6,4.66,1.89,-1.89,493,b,13.475853,0.0943,1.71,0.08,-0.08,2.37,30/8/2024,0.607,4026,20.1852,7.376,6.549
LHS 1140,b,Transit,DD,6543,2,1,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45261.25,45261.55,7.88,Cadieux,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,226,0.5,2.1,69.87,0,X,-0.24,,,LHS 1140 b,LHS 1140 b,1,LHS 1140,5.6,0.19,-0.19,5.9,0.3,-0.3,226,b,24.73723,0.0946,1.73,0.025,-0.025,2.15,4/3/2024,0.2159,3096,14.9861,9.612001,8.821
TOI-1468,b,Eclipse,GO,3730,2,17,Executed,F1500W,X,SUB256,FASTR1,31,45261.78,45261.99,5.33,Diamond-Lowe,12,01 06 36.9279 +19 13 29.60,8.497,24.74,3382,0.346,0.369,4.855,1.8805201,0.021,88.14,0.01,0.125,17.84,7.64,682.8,0.1,1.1,13.67,0.48,X,-0.02,,,TOI-1468 b,TOI-1468 b,1,TOI-1468,3.04,0.46,-0.46,6.1,1.3,-1.1,683.5,b,1.8805201,0.02107,1.401,0.059,-0.06,1.09,11/6/2025,0.3714,3376,24.7399,9.343,8.497
GJ 436,b,Eclipse,GTO,1177,1,5,Executed,LRS,X,SLITLESSPRISM,FASTR1,5,45262.65,45262.9,6.64,Greene,12,11 42 12.1620 +26 42 10.63,6.073,9.75,3456,0.452,0.448,4.804,2.6438975,0.029,86.7,0.073,0.368,15.28,2.22,657.9,0.6,1,634.67,6.52,X,-0.03,,,GJ 436 b,GJ 436 b,1,GJ 436,22.1,2.3,-2.3,1.8,0.29,-0.29,594.05,b,2.64388312,0.0291,4.17,0.168,-0.168,0.9689289,5/2/2015,0.455,3350,9.75321,6.9,6.073
WASP-127,b,Transit,GTO,1201,1,6,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45263.3,45263.69,11.05,Lafreniere,12,10 42 14.1035 -03 50 6.00,8.641,159.51,5620,1.08,1.369,4.18,4.178062,0.05,88.2,0.172,1.311,2.84,0.12,1415,1,4.3,769.49,44.07,X,-0.18,,,WASP-127 b,WASP-127 b,1,WASP-127,52.346601,6.801562,-5.466676,0.097,0.013,-0.012,1313.74,b,4.17806203,0.0484,14.694999,0.280225,-0.325061,4.35288,13/11/2020,1.333,5620,159.507,9.092,8.641
GJ 357,b,Transit,GO,2512,1,7,Executed,BOTS,G395H,SUB2048,NRSRAPID,3,45264.2,45264.43,6.22,Batalha,0,09 36 1.7915 -21 39 54.23,6.475,9.44,3505,0.342,0.337,4.94,3.9306128,0.036,89.12,0.006,0.109,13.92,6.86,520.7,0.1,1.3,35.38,0.14,X,-0.12,,,GJ 357 b,GJ 357 b,1,GJ 357,1.84,0.31,-0.31,5.6,1.7,-1.3,518,b,3.9306,0.036,1.2,0.06,-0.06,1.291,22/8/2023,0.337,3505,9.44181,7.337,6.475
GJ 3090,b,Transit,GO,4098,2,12,Executed,SOSS,X,SUBSTRIP256,NISRAPID,2,45266.19,45266.4,5.19,Benneke,0,01 21 45.2173 -46 42 53.04,7.294,22.48,3629.5,0.519,0.518,4.745,2.8531035,0.032,87.14,0.011,0.185,8.69,2.51,708,0.1,1.2,252.99,1.03,X,-0.06,unsure,yes,GJ 3090 b,GJ 3090 b,1,GJ 3090,3.34,0.72,-0.72,1.89,0.52,-0.45,693,b,2.8531054,0.03165,2.13,0.11,-0.11,1.281,28/11/2023,0.516,3556,22.4751,8.168,7.294
GJ 436,b,Eclipse,GTO,1185,1,15,Executed,GTS,GRISMR+F444W,SUBGRISM64,BRIGHT2,5,45267.94,45268.19,6.58,Greene,12,11 42 12.1620 +26 42 10.63,6.073,9.75,3456,0.452,0.448,4.804,2.6438975,0.029,86.7,0.073,0.368,15.28,2.22,657.9,0.6,1,634.67,6.52,X,-0.03,,,GJ 436 b,GJ 436 b,1,GJ 436,22.1,2.3,-2.3,1.8,0.29,-0.29,594.05,b,2.64388312,0.0291,4.17,0.168,-0.168,0.9689289,5/2/2015,0.455,3350,9.75321,6.9,6.073
TRAPPIST-1,h,Transit,GO,1981,1,51,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45271.19,45271.42,5.67,Stevenson,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.09,0.118,5.258,18.7700702,0.062,89.78,0.001,0.067,6.46,5.13,170.4,0.3,1.3,21.7,0,X,0.05,,,TRAPPIST-1 h,TRAPPIST-1 h,1,TRAPPIST-1,0.326,0.02,-0.02,4.16278,0.325303,-0.303249,171.7,h,18.772866,0.06189,0.755,0.014,-0.014,1.269,14/11/2022,0.1192,2566,,11.354,10.296
GJ 436,b,Eclipse,GTO,1185,1,14,Executed,GTS,GRISMR+F322W2,SUBGRISM64,BRIGHT2,3,45281.15,45281.41,6.57,Greene,12,11 42 12.1620 +26 42 10.63,6.073,9.75,3456,0.452,0.448,4.804,2.6438975,0.029,86.7,0.073,0.368,15.28,2.22,657.9,0.6,1,634.67,6.52,X,-0.03,,,GJ 436 b,GJ 436 b,1,GJ 436,22.1,2.3,-2.3,1.8,0.29,-0.29,594.05,b,2.64388312,0.0291,4.17,0.168,-0.168,0.9689289,5/2/2015,0.455,3350,9.75321,6.9,6.073
LHS 1140,b,Transit,DD,6543,2,2,Executed,SOSS,X,SUBSTRIP256,NISRAPID,3,45285.98,45286.29,7.88,Cadieux,0,00 44 59.6827 -15 16 27.09,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,X,-0.24,,,LHS 1140 b,LHS 1140 b,1,LHS 1140,5.6,0.19,-0.19,5.9,0.3,-0.3,226,b,24.73723,0.0946,1.73,0.025,-0.025,2.15,4/3/2024,0.2159,3096,14.9861,9.612001,8.821
