hostname_nn,letter_nn,Event,ProposalCategory,ProposalID,Cycle,Observation,Status,ObservingMode,GratingGrism,Subarray,ReadoutPattern,Groups,StartTime,EndTime,Hours,LastName,ProprietaryPeriod,EquatorialCoordinates,sy_kmag,sy_dist,st_teff,st_mass,st_rad,st_logg,pl_orbper,pl_orbsmax,pl_orbincl,pl_massj,pl_radj,pl_g_SI,pl_dens_cgs,pl_Teq_K,pl_trandep,pl_trandur,pl_TSM_K,pl_ESM_3um,PlanWindow,st_met,spectrum,published
TOI-3884,b,Transit,GO,5799,3,2,Executed,SOSS,X,SUBSTRIP256,NISRAPID,10,45823.92,45824.21,7.3,Garcia,12,12 06 17.4371 +12 30 24.88,10.24,43.14,3192,0.29,0.302,4.921,4.5445697,0.036,89.96,0.077,0.535,7.64,0.76,447.4,3.1,1.6,363.45,0.23,X,0.14,,
HATS-72,b,Transit,GO,5924,3,10,Executed,BOTS,PRISM,SUB512,NRSRAPID,3,45824.25,45824.56,8.02,Sing,0,22 36 6.3190 -16 59 59.79,9.764,127.59,4656.1,0.731,0.721,4.585,7.3279485,0.067,89.56,0.125,0.785,5.77,0.39,739.4,1.4,3,254.14,2.59,X,0.1,,
LP 791-18,d,Eclipse,GO,6457,3,3,Executed,F1500W,X,SUB256,FASTR1,130,45825.48,45825.67,4.62,Benneke,12,11 02 45.9546 -16 24 22.29,10.644,26.49,2960,0.139,0.182,5.115,2.753436,0.02,89.34,0.003,0.092,9.47,5.5,431.4,0,0.9,18.37,0.01,X,-0.09,,
TRAPPIST-1,b+e,Transit,GO,6456,3,2,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45825.7,45825.92,5.35,Allen,12,23 06 30.3652 -05 02 36.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
NGTS-2,b,Transit,GO,5924,3,5,Executed,SOSS,X,SUBSTRIP256,NISRAPID,6,45835.02,45835.46,11.86,Sing,0,14 20 29.4891 -31 12 7.44,9.799,356.39,6478,1.64,1.702,4.197,4.5111232,0.063,88.5,0.74,1.625,7.94,0.26,1623.6,1.1,4.6,148.53,31.79,X,-0.06,,
TOI-4336 A,b,Transit,GO,4711,3,1,Executed,SOSS,X,SUBSTRIP96,NISRAPID,9,45836.16,45836.48,8.59,Hu,12,13 44 25.4773 -40 20 15.52,8.632,22.55,3331.5,0.331,0.327,4.912,16.3363503,0.087,89.55,-1,0.186,-1,-1,311.2,0.4,2,-1,0,X,-0.21,,
HD 3167,b,Eclipse,GO,4818,3,17,Executed,LRS,X,SLITLESSPRISM,FASTR1,9,45836.69,45836.93,6,Weiner Mansfield,12,00 34 57.5242 +04 22 53.28,7.066,47.29,5300,0.868,0.865,4.515,0.9596365,0.018,87.59,0.016,0.145,21.26,7.84,1770.7,0,1.6,80.71,5.9,X,0.03,,
HD 207496,b,Transit,GO,6284,3,2,Executed,GTS,GRISMR+F444W,SUBGRISM64,BRIGHT1,7,45842.92,45843.19,6.93,Coy,12,21 54 51.3013 -77 20 16.79,5.967,23.61,4843,0.8,0.784,4.472,6.441007,0.063,88.79,0.019,0.215,11.8,2.94,824.7,0.1,1.8,202.18,1.64,X,0.1,,
HAT-P-18,b,Transit,GO,5844,3,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,164,45843.2,45843.56,9.12,Radica,12,17 05 23.1475 +33 00 44.94,10.234,161.4,4803,0.77,0.749,4.579,5.5080287,0.056,88.79,0.196,0.976,5.85,0.32,847.8,2.2,2.7,267.61,6.09,X,0.1,,
WASP-103,b,PhaseC,GO,5022,3,1,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45844.14,45845.44,35.46,Barros,12,16 37 15.5766 +07 11 0.11,10.767,375.65,6110,1.22,1.436,4.22,0.9255454,0.02,86.3,1.48,1.528,17.97,0.63,2505.9,1.2,2.6,85.74,79.99,X,0.06,,
GJ 3929,b,Eclipse,DD,9235,3,1,Executed,F1500W,X,SUB128,FASTR1,47,45846.32,45846.56,7.7,Espinoza,0,15 58 18.6104 +35 24 29.37,7.869,15.81,3369,0.311,0.32,4.89,2.6162745,0.025,89.05,0.005,0.098,13.77,7.53,576.1,0.1,1.2,20.82,0.16,X,-0.01,,
LHS 3844,b,Eclipse,GO,7953,4,6,Executed,LRS,X,SLITLESSPRISM,FASTR1,30,45848.31,45848.5,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,X,-999,,
LHS 1140,b,Transit,GO,7073,4,24,Executed,BOTS,G395M,SUB2048,NRSRAPID,7,45854.97,45855.24,6.82,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,X,-0.24,,
WASP-76,b,Transit,GO,6045,3,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,25,45859.97,45860.35,10.22,Baeyens,12,01 46 31.8576 +02 42 2.03,8.243,194.46,6264.1,1.46,1.737,4.128,1.8098813,0.033,88.25,0.91,1.85,7.54,0.22,2191.5,1.2,3.8,472.58,183.84,X,0.23,,
LHS 1140,c,Transit,GO,7073,4,31,Executed,SOSS,X,SUBSTRIP256,NISRAPID,5,45864.06,45864.31,6,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.182,0.214,5.049,3.7779329,0.027,89.92,0.006,0.114,12.44,5.84,425,0.3,1.1,28.57,0.02,X,-0.24,,
KELT-8,b,Eclipse,GO,5687,3,1,Executed,LRS,X,SLITLESSPRISM,FASTR1,85,45866.32,45866.67,9.44,Valentine,12,18 53 13.3242 +24 07 38.58,9.177,197.57,5754,1.114,1.46,4.08,3.24406,0.046,82.65,0.858,1.86,7.03,0.2,1569.9,1.3,3.6,336.23,81.09,X,0.27,,
TOI-4336 A,b,Transit,GO,4711,3,2,Executed,BOTS,G395H,SUB2048,NRSRAPID,14,45868.82,45869.15,8.41,Hu,12,13 44 25.4773 -40 20 15.52,8.632,22.55,3331.5,0.331,0.327,4.912,16.3363503,0.087,89.55,-1,0.186,-1,-1,311.2,0.4,2,-1,0,X,-0.21,,
GJ 3929,b,Eclipse,DD,9235,3,2,Executed,F1500W,X,SUB128,FASTR1,47,45869.76,45870.08,8.58,Espinoza,0,15 58 18.6104 +35 24 29.37,7.869,15.81,3369,0.311,0.32,4.89,2.6162745,0.025,89.05,0.005,0.098,13.77,7.53,576.1,0.1,1.2,20.82,0.16,X,-0.01,,
WASP-39,b,Transit,GO,8017,4,1,Executed,BOTS,G140H,SUB2048,NRSRAPID,21,45871.86,45872.21,9.23,Welbanks,0,14 29 18.4152 -03 26 40.20,10.202,213.98,5326.6,0.918,1.013,4.389,4.0552804,0.049,87.76,0.28,1.279,4.85,0.2,1173.1,2.2,2.8,324.05,20.93,X,-0.03,,
KELT-8,b,Eclipse,GO,5687,3,2,Executed,LRS,X,SLITLESSPRISM,FASTR1,85,45872.57,45873.16,15.54,Valentine,12,18 53 13.3242 +24 07 38.58,9.177,197.57,5754,1.114,1.46,4.08,3.24406,0.046,82.65,0.858,1.86,7.03,0.2,1569.9,1.3,3.6,336.23,81.09,X,0.27,,
TOI-4010,c,Transit,GO,5894,3,2,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45876.46,45876.79,8.32,Kunimoto,12,01 20 51.5598 +66 04 19.91,10.157,177.5,4924,0.88,0.855,4.495,5.4146387,0.058,88.8,0.064,0.56,5.79,0.55,911.7,0.5,2.9,132.5,2.2,X,0.37,,
HAT-P-11,b,Transit,GO,5924,3,1,Executed,SOSS,X,SUBSTRIP96,NISRAPID,3,45877.79,45878.1,7.78,Sing,0,19 50 50.2473 +48 04 51.10,7.009,37.76,4777.6,0.81,0.755,4.59,4.8878027,0.053,89.36,0.081,0.43,12.42,1.55,869.5,0.4,2.4,247.39,5.89,X,0.31,clear,no
LHS 1140,b,Transit,GO,7073,4,21,Executed,SOSS,X,SUBSTRIP256,NISRAPID,5,45879.7,45879.98,7.04,Lustig-Yaeger,0,00 44 59.3309 -15 16 17.54,8.821,14.99,3131,0.179,0.214,5.049,24.737165,0.094,89.89,0.0176,0.1543,24.48,5.9,227.5,0.5,2.1,69.87,0,X,-0.24,,
LP 890-9,b,Transit,GO,7073,4,47,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45881.47,45881.7,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,X,-0.03,,
TOI-849,b,Eclipse,GO,5967,3,3,Executed,BOTS,G395M,SUB2048,NRSRAPID,33,45882.79,45883.04,7.11,Roy,12,01 54 51.7938 -29 25 18.14,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,X,0.19,,
TOI-2109,b,PhaseC,GO,8877,4,1,Executed,BOTS,G395H,SUB2048,NRSRAPID,26,45883.92,45884.88,25.82,Wallack,12,16 52 44.7203 +16 34 47.84,9.07,262.04,6593.5,1.453,1.699,4.13,0.6724821,0.018,70.74,5.02,1.375,75.25,2.93,3096.7,0.7,1.8,35.53,137.97,X,0.07,,
LHS 3844,b,Eclipse,GO,7953,4,3,Executed,LRS,X,SLITLESSPRISM,FASTR1,30,45885.34,45885.53,4.59,Paragas,12,22 41 59.1203 -69 10 19.95,9.145,14.88,3036,0.151,0.189,5.06,0.4629294,0.006,88.5,-1,0.119,-1,-1,807,0.4,0.5,-1,4.03,X,-999,,
LP 890-9,b,Transit,GO,7073,4,44,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45886.93,45887.16,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,X,-0.03,,
LP 890-9,c,Transit,GO,7073,4,51,Executed,BOTS,PRISM,SUB512,NRSRAPID,5,45889.07,45889.3,5.58,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2850,0.118,0.156,5.126,8.457463,0.04,89.29,0.08,0.122,151.7,66.55,271.6,0.7,1,0.95,0,X,-0.03,,
WASP-76,b,Transit,GO,5924,3,14,Scheduled,SOSS,X,SUBSTRIP96,NISRAPID,4,45890.72,45891.05,9.88,Sing,0,01 46 31.8576 +02 42 2.03,8.243,194.46,6264.1,1.46,1.737,4.128,1.8098813,0.033,88.25,0.91,1.85,7.54,0.22,2191.5,1.2,3.8,472.58,183.84,X,0.23,,
LP 890-9,b,Transit,GO,7073,4,45,Scheduled,BOTS,PRISM,SUB512,NRSRAPID,5,45892.39,45892.56,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,X,-0.03,,
HD 207496,b,Transit,GO,6284,3,3,Scheduled,GTS,GRISMR+F322W2,SUBGRISM64,BRIGHT1,4,45894.44,45894.67,6.94,Coy,12,21 54 51.3013 -77 20 16.79,5.967,23.61,4843,0.8,0.784,4.472,6.441007,0.063,88.79,0.019,0.215,11.8,2.94,824.7,0.1,1.8,202.18,1.64,X,0.1,,
HD 20329,b,Eclipse,GO,4818,3,3,Scheduled,LRS,X,SLITLESSPRISM,FASTR1,10,45894.88,45895.06,5.59,Weiner Mansfield,12,03 16 42.6298 +15 39 26.01,7.116,63.68,5618,0.9,1.12,4.375,0.9260906,0.018,76.01,0.023,0.152,28.81,10.17,2136.9,0,1.1,43.76,5.51,X,-0.07,,
LP 890-9,b,Transit,GO,7073,4,42,Scheduled,BOTS,PRISM,SUB512,NRSRAPID,5,45900.58,45900.75,5.45,Lustig-Yaeger,0,04 16 31.1618 -28 18 52.95,11.344,32.43,2868.5,0.118,0.156,5.143,2.7299037,0.019,89.67,0.042,0.119,82.9,37.22,398.4,0.7,0.8,2.49,0.01,X,-0.03,,
K2-34,b,Transit,COM,1541,0,3,Withdrawn,SOSS,X,SUBSTRIP256,NISRAPID,16,X,X,7.23,Espinoza,12,08 30 18.8936 +22 14 9.31,10.193,348.65,6133.7,1.162,1.411,4.19,2.9956351,0.044,82.6,1.729,1.23,32.39,1.41,1671.2,0.8,2.4,34.44,25.95,X,0.03,,
WASP-164,b,Transit,COM,1541,0,4,Withdrawn,SOSS,X,SUBSTRIP256,NISRAPID,30,X,X,7.38,Espinoza,12,22 59 29.6611 -60 26 52.15,10.959,327.51,5806,0.946,0.932,4.456,1.7771363,0.028,82.73,2.13,1.14,46.47,2.18,1610.1,1.5,1.6,34.53,34.95,X,-0.01,,
WASP-18,b,Transit,COM,1442,0,2,Withdrawn,GTS,GRISMR+F322W2,SUBGRISM128,BRIGHT2,11,X,X,6.8,Schlawin,12,01 37 25.0709 -45 40 40.06,8.131,123.48,6400,1.274,1.26,4.366,0.9414524,0.02,85,10.39,1.191,207.61,9.33,2432.6,0.9,2.2,24.55,186.65,X,0.05,,
WASP-18,b,Transit,COM,1541,0,2,Withdrawn,SOSS,X,SUBSTRIP256,NISRAPID,3,X,X,7.05,Espinoza,12,01 37 25.0708 -45 40 40.06,8.131,123.48,6400,1.274,1.26,4.366,0.9414524,0.02,85,10.39,1.191,207.61,9.33,2432.6,0.9,2.2,24.55,186.65,X,0.05,,
TRAPPIST-1,e,Transit,GTO,1331,1,4,Skipped,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,5.65,Lewis,12,23 06 30.3652 -05 02 36.70,10.296,-1,2559,0.089,0.119,5.24,6.0995899,0.029,89.79,0.002,0.082,9.2,6.01,249.1,0.5,0.9,26.57,0,X,0.05,,
K2-18,b,Transit,GO,2372,1,6,Flight Ready,BOTS,G395H,SUB2048,NRSRAPID,16,X,X,11.34,Hu,12,11 30 14.4338 +07 35 16.19,8.899,38.03,3457,0.413,0.411,4.786,32.9398375,0.146,89.58,0.027,0.203,18.6,4.89,279.6,0.3,2.7,38.9,0,"Dec 9, 2025 - Dec 9, 2025 (2025.343 - 2025.343)",0.12,,
HD 209458,b,Transit,GO,2667,1,1,Skipped,LRS,X,SLITLESSPRISM,FASTR1,7,X,X,9.37,Wakeford,12,22 03 10.8053 +18 53 3.27,6.308,48.3,6065,1.119,1.18,4.361,3.5247486,0.047,86.71,0.685,1.38,10.2,0.4,1464.3,1.6,3,920.51,191.81,X,0,,
TRAPPIST-1,g,Transit,GO,2589,1,5,Skipped,BOTS,PRISM,SUB512,NRSRAPID,6,X,X,6.71,Lim,0,23 06 30.3341 -05 02 36.46,10.296,-1,2559,0.089,0.119,5.24,12.35294,0.047,89.71,0.004,0.101,11.61,6.17,196.9,0.8,1.1,20.46,0,X,0.05,,
LHS 475,b,Transit,GO,1981,1,42,Skipped,BOTS,G395H,SUB2048,NRSRAPID,9,X,X,4.4,Stevenson,0,19 20 57.1076 -82 33 35.24,7.686,12.48,3289,0.268,0.286,4.967,2.029101,0.02,87.29,-1,0.088,-1,-1,594.3,0.1,0.7,-1,0.24,X,-999,,
TOI-2109,b,PhaseC,SURVEY,2765,1,5,Withdrawn,BOTS,G395H,SUB2048,NRSRAPID,23,X,X,30.51,Valenti,0,16 52 44.7110 +16 34 47.69,9.07,262.04,6593.5,1.453,1.699,4.13,0.6724821,0.018,70.74,5.02,1.375,75.25,2.93,3096.7,0.7,1.8,35.53,137.97,X,0.07,,
TOI-2109,b,PhaseC,SURVEY,2765,1,6,Withdrawn,BOTS,G395H,SUB2048,NRSRAPID,23,X,X,40.45,Valenti,0,16 52 44.7110 +16 34 47.69,9.07,262.04,6593.5,1.453,1.699,4.13,0.6724821,0.018,70.74,5.02,1.375,75.25,2.93,3096.7,0.7,1.8,35.53,137.97,X,0.07,,
TOI-2109,b,PhaseC,SURVEY,2765,1,4,Withdrawn,BOTS,G395H,SUB2048,NRSRAPID,23,X,X,20.76,Valenti,0,16 52 44.7110 +16 34 47.69,9.07,262.04,6593.5,1.453,1.699,4.13,0.6724821,0.018,70.74,5.02,1.375,75.25,2.93,3096.7,0.7,1.8,35.53,137.97,X,0.07,,
TOI-178,g,Transit,GO,2319,1,2,Skipped,BOTS,G395M,SUB2048,NRSRAPID,7,X,X,8.21,Hooton,12,00 29 12.4828 -30 27 14.82,8.656,62.7,4213.5,0.65,0.676,4.503,20.709002,0.128,88.82,0.012,0.295,4.03,0.73,467.9,0.2,2.2,183.19,0.03,X,-0.23,unsure,no
TRAPPIST-1,b,Eclipse,GTO,1279,1,1,Skipped,F1280W,X,FULL,FASTR1,17,X,X,5.25,Lagage,12,23 06 29.3600 -05 02 29.20,10.296,-1,2562.5,0.09,0.117,5.258,1.51087,0.012,89.53,0.003,0.1,9.15,4.92,393.5,0.8,0.6,53.26,0.02,X,0.04,,
TOI-849,b,PhaseC,SURVEY,2765,1,1,Withdrawn,BOTS,PRISM,SUB512,NRSRAPID,3,X,X,23.41,Valenti,0,01 54 51.7910 -29 25 18.15,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,X,0.19,,
TOI-849,b,PhaseC,SURVEY,2765,1,3,Withdrawn,BOTS,PRISM,SUB512,NRSRAPID,3,X,X,45.87,Valenti,0,01 54 51.7910 -29 25 18.15,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,X,0.19,,
TOI-849,b,PhaseC,SURVEY,2765,1,2,Withdrawn,BOTS,PRISM,SUB512,NRSRAPID,3,X,X,34.64,Valenti,0,01 54 51.7910 -29 25 18.15,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,X,0.19,,
WASP-52,b,Transit,GTO,1201,1,5,Skipped,SOSS,X,SUBSTRIP256,NISRAPID,15,X,X,6.43,Lafreniere,12,23 13 58.7504 +08 45 39.89,10.086,174.82,5000,0.87,0.79,4.503,1.7497812,0.027,85.35,0.46,1.27,8.08,0.34,1300.2,2.9,1.9,371.56,57.4,X,0.03,,
55 Cnc,e,Eclipse,GO,2084,1,4,Skipped,GTS,GRISMR+F444W,SUBGRISM64,RAPID,2,X,X,6.25,Brandeker,12,08 52 35.2410 +28 19 47.34,4.015,12.59,5250,0.905,0.964,4.425,0.7365462,0.016,84.65,0.025,0.172,24.24,7.52,1983.8,0,1.6,309.73,37.28,X,0.35,,
WD 1856+534,b,Transit,GO,2358,1,3,Skipped,BOTS,PRISM,SUB2048,NRSRAPID,33,X,X,3.33,MacDonald,12,18 57 39.3437 +53 30 33.30,15.548,24.74,5245,0.518,0.013,6.176,1.4079387,0.02,88.78,13.8,0.928,454.37,26.2,202.7,52.6,0.2,221.31,0,X,-999,,
WASP-80,b,Transit,GTO,1185,1,3,Skipped,GTS,GRISMR+F444W,SUBGRISM256,BRIGHT2,12,X,X,7.95,Greene,12,20 12 40.0319 -02 08 39.97,8.351,49.79,4145,0.57,0.571,4.668,3.0678527,0.034,89.02,0.55,0.969,16.6,0.92,814.3,2.9,2.1,367.92,25.26,X,-0.14,,
HAT-P-26,b,Eclipse,GTO,1312,1,4,Skipped,BOTS,G395H,SUB2048,NRSRAPID,48,X,X,9.1,Lewis,12,14 12 37.5735 +04 03 33.83,9.581,141.84,5079,0.816,0.788,4.56,4.2345024,0.048,88.6,0.06,0.63,4.25,0.36,993.4,0.5,2.5,339.76,6.06,X,-0.04,,
WASP-166,b,Transit,GO,2062,1,1,Skipped,SOSS,X,SUBSTRIP96,NISRAPID,2,X,X,11.52,Mayo,12,09 39 30.0251 -20 58 56.71,8.032,114.17,6050,1.19,1.22,4.34,5.44354,0.064,88,0.101,0.641,6.97,0.58,1272.7,0.3,3.6,229.7,11,X,0.19,,
TOI-1899,b,Transit,GO,4227,2,1,Skipped,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,12.6,Claringbold,12,19 57 42.3954 +40 08 35.75,10.509,128.44,3854,0.63,0.607,4.669,29.0902271,0.156,89.7,0.665,1.087,15.96,0.79,367.1,3.8,4.7,63.4,0.02,X,0.3,,
TOI-1685,b,Transit,GO,4195,2,4,Skipped,BOTS,G395H,SUB2048,NRSRAPID,16,X,X,6.17,Fisher,12,04 34 22.5504 +43 02 13.30,8.758,37.62,3457,0.478,0.462,4.814,0.6691406,0.011,85.59,0.00953,0.131,12.64,5.3,1058.5,0.1,1,136.19,3.75,X,0,,
TOI-125,c,Transit,GO,4126,2,2,Skipped,BOTS,G395H,SUB2048,NRSRAPID,22,X,X,9.95,Fisher,12,01 34 22.4221 -66 40 34.86,8.995,111.06,5282,0.871,0.851,4.517,9.1526075,0.082,88.54,0.021,0.246,9.76,2.12,822.5,0.1,2.9,58.89,0.39,X,0.07,unsure,no
TOI-125,b,Transit,GO,4126,2,1,Skipped,BOTS,G395H,SUB2048,NRSRAPID,22,X,X,9.97,Fisher,12,01 34 22.4221 -66 40 34.86,8.995,111.06,5282,0.871,0.851,4.517,4.6528365,0.052,88.92,0.03,0.243,14.32,3.15,1030.6,0.1,3,49.67,1.12,X,0.07,,
TOI-5293 A,b,Transit,GO,3171,2,12,Skipped,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,7.44,Kanodia,0,23 43 18.8831 -02 02 42.34,11.639,162.23,3639,0.54,0.51,4.77,2.930363,0.034,88.8,0.54,1.061,13.61,0.69,679.6,5.1,1.8,113.06,3.61,X,-0.03,,
TOI-5205,b,Transit,GO,3731,2,2,Withdrawn,BOTS,PRISM,SUB512,NRSRAPID,3,X,X,6.96,Jordan,12,20 55 4.9600 +24 21 39.54,11.006,86.45,3346,0.392,0.397,4.835,1.6307046,0.02,88.21,1.08,1.011,29.97,1.59,720.7,6.8,1.3,114.6,12.19,X,0,,
GJ 9827,d,Transit,GO,4098,2,9,Skipped,BOTS,G395H,SUB2048,NRSRAPID,4,X,X,5.09,Benneke,0,23 27 5.2388 -01 17 7.13,7.193,29.66,4255,0.62,0.602,4.68,6.2014698,0.056,87.44,0.01,0.18,8.98,2.66,671.8,0.1,1.2,175.62,0.41,X,-0.29,,
HATS-75,b,Transit,GO,3171,2,8,Skipped,BOTS,PRISM,SUB512,NRSRAPID,5,X,X,7.38,Kanodia,0,04 03 47.8393 -25 24 32.09,11.584,194.96,3722.2,0.602,0.586,4.561,2.7886548,0.033,88.07,0.491,0.873,18.26,1.12,759.3,2.6,1.9,60.24,3.59,X,0.52,,
GJ 357,b,Eclipse,GO,3730,2,5,Skipped,F1500W,X,SUB64,FASTR1,22,X,X,5.98,Diamond-Lowe,12,09 36 1.7964 -21 39 54.72,6.475,9.44,3505,0.342,0.337,4.94,3.9306128,0.036,89.12,0.006,0.109,13.92,6.86,520.7,0.1,1.3,35.38,0.14,X,-0.12,,
L 231-32,d,Transit,GO,3557,2,10,Withdrawn,SOSS,X,SUBSTRIP256,NISRAPID,2,X,X,6.33,Madhusudhan,12,04 33 39.8638 -51 57 26.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
L 231-32,d,Transit,GO,3818,2,2,Withdrawn,BOTS,G395H,SUB2048,NRSRAPID,11,X,X,7.23,Gapp,12,04 33 39.8593 -51 57 26.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,X,-999,,
GJ 3090,b,Transit,GO,4098,2,11,Skipped,SOSS,X,SUBSTRIP256,NISRAPID,2,X,X,5.19,Benneke,0,01 21 45.2173 -46 42 53.04,7.294,22.48,3629.5,0.519,0.518,4.745,2.8531035,0.032,87.14,0.011,0.185,8.69,2.51,708,0.1,1.2,252.99,1.03,X,-0.06,,
GJ 3473,b,Eclipse,GO,3730,2,3,Skipped,F1500W,X,SUB256,FASTR1,39,X,X,4.78,Diamond-Lowe,12,08 02 22.4521 +03 20 13.60,8.829,27.36,3339.5,0.36,0.359,4.863,1.1980015,0.016,87.95,0.006,0.11,13.61,6.6,765.7,0.1,1,16.1,0.69,X,0.11,,
Kepler-167,e,Transit,GO,5531,3,1,Withdrawn,SOSS,X,SUBSTRIP256,NISRAPID,30,X,X,39.26,Changeat,12,19 30 38.0262 +38 20 43.44,11.832,341.91,4876,0.776,0.746,4.576,1071.23205,1.881,89.96,1.01,0.905,34.96,2.07,148.1,1.9,16.2,3.5,0,X,0.05,,
WASP-12,b,Transit,GO,5924,3,13,Flight Ready,BOTS,PRISM,SUB512,NRSRAPID,3,X,X,8.77,Sing,0,06 30 32.7966 +29 40 20.26,10.188,427.25,6300,1.35,1.638,4.134,1.0914203,0.023,83.2,1.41,1.825,12,0.35,2552.6,1.4,3,156.73,113.89,"Mar 10, 2026 - Mar 10, 2026 (2026.069 - 2026.069)",0.3,,
TOI-849,b,Eclipse,GO,5967,3,11,Implementation,BOTS,G395M,SUB2048,NRSRAPID,33,X,X,7.11,Roy,12,01 54 51.7938 -29 25 18.14,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,"Ready for long range planning, plan window not yet assigned",0.19,,
TOI-849,b,Eclipse,GO,5967,3,2,Flight Ready,BOTS,G395M,SUB2048,NRSRAPID,33,X,X,7.11,Roy,12,01 54 51.7938 -29 25 18.14,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,"Sep 5, 2025 - Sep 5, 2025 (2025.248 - 2025.248)",0.19,,
V1298 Tau,c,Transit,GO,5959,3,2,Flight Ready,SOSS,X,SUBSTRIP96,NISRAPID,5,X,X,12.28,Feinstein,0,04 05 19.5971 +20 09 25.31,8.094,108.2,5050,1.101,1.33,-1,8.24925,0.083,88,0.24,0.46,32.15,3.74,973,0,4.7,22.36,2.07,"Sep 6, 2025 - Sep 6, 2025 (2025.249 - 2025.249)",0.1,,
TOI-849,b,Eclipse,GO,5967,3,1,Skipped,BOTS,G395M,SUB2048,NRSRAPID,33,X,X,7.11,Roy,12,01 54 51.7938 -29 25 18.14,10.418,225.73,5311,0.95,0.92,4.475,0.765548,0.016,86.8,0.127,0.316,36.13,6.12,1957.9,0.1,1.5,21.93,6.84,"Ready for long range planning, plan window not yet assigned",0.19,,
V1298 Tau,c,Transit,GO,5959,3,1,Implementation,BOTS,G395H,SUB2048,NRSRAPID,4,X,X,12.14,Feinstein,0,04 05 19.5971 +20 09 25.31,8.094,108.2,5050,1.101,1.33,-1,8.24925,0.083,88,0.24,0.46,32.15,3.74,973,0,4.7,22.36,2.07,"Feb 1, 2026 - Feb 1, 2026 (2026.032 - 2026.032)",0.1,,
V1298 Tau,d,Transit,GO,5959,3,3,Withdrawn,BOTS,G395H,SUB2048,NRSRAPID,4,X,X,13.76,Feinstein,0,04 05 19.5971 +20 09 25.31,8.094,108.2,5050,1.101,1.33,-1,12.4032,0.109,88.67,0.31,0.572,26.86,2.51,849.5,0,5.6,29.06,1.66,"Sep 10, 2025 - Sep 10, 2025 (2025.253 - 2025.253)",0.1,,
